#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000378735	3266	703	0.45260999999999996	6.077532005310058	1	1	coding
ENST00000378743	7037	1990	0.46122	8.39379978179932	1	1	coding
ENST00000378746	6325	700	0.36002999999999996	6.157333946228026	1	1	coding
ENST00000378954	3805	584	0.44408	5.302020835876465	1	1	coding
ENST00000379170	5460	360	0.34808	9.669564628601073	1	0.999875	coding
ENST00000379214	5250	952	0.37002	5.7787294387817365	1	1	coding
ENST00000379245	2097	381	0.44364000000000003	4.600286674499511	1	1	coding
ENST00000379383	1498	301	0.40015	6.858045005798339	1	0.999989	coding
ENST00000379419	2425	457	0.37546999999999997	7.085571479797363	1	1	coding
ENST00000379449	1649	204	0.42807	4.338315773010254	1	0.999729	coding
ENST00000379454	5301	759	0.43372	4.919551277160643	1	1	coding
ENST00000379550	3278	594	0.47531	6.149319648742675	1	1	coding
ENST00000379565	7987	741	0.41675	6.412199974060059	1	1	coding
ENST00000379617	1322	70	0.34331999999999996	11.53012218475342	1	0.0518527	noncoding
ENST00000379618	693	70	0.33501	11.53012218475342	1	0.0492988	noncoding
ENST00000379651	3930	733	0.42892	8.949904060363771	1	1	coding
ENST00000379682	6769	712	0.36612	9.71366100311279	1	1	coding
ENST00000379687	6682	683	0.36612	9.692321968078613	1	1	coding
ENST00000379713	2411	187	0.36129	4.494225120544433	1	0.99554	coding
ENST00000379715	1047	175	0.44233	8.549039649963383	1	0.985683	coding
ENST00000379980	7694	1986	0.48117	5.460374259948731	1	1	coding
ENST00000379995	777	223	0.46297	5.1385519027709945	1	0.99988	coding
ENST00000379997	1873	223	0.39347000000000004	5.1385519027709945	1	0.999647	coding
ENST00000380003	3231	482	0.37826000000000004	5.81686840057373	1	1	coding
ENST00000380084	2036	470	0.46868	5.0806898117065415	1	1	coding
ENST00000380087	2281	426	0.46214000000000005	4.8922117233276365	1	1	coding
ENST00000380110	3691	390	0.35624999999999996	9.171610832214355	1	0.999989	coding
ENST00000380117	2370	360	0.42563	9.221638298034666	1	0.999999	coding
ENST00000380127	584	148	0.44077	9.736031532287598	-1	0.190148	noncoding
ENST00000380138	4244	471	0.38567	8.084996223449707	1	1	coding
ENST00000380181	1408	401	0.47452	5.914801979064941	1	1	coding
ENST00000380191	2297	446	0.4302	6.1086229324340815	1	1	coding
ENST00000380321	708	163	0.38811999999999997	4.966329765319824	1	0.983794	coding
ENST00000380338	6724	569	0.3429	8.768167686462402	1	1	coding
ENST00000380494	4654	462	0.40593999999999997	5.357495689392089	1	1	coding
ENST00000380516	4168	1035	0.46138	7.694658088684083	1	1	coding
ENST00000380542	2463	376	0.4514	4.597444725036621	1	1	coding
ENST00000380615	7618	491	0.33902	6.350813865661621	1	1	coding
ENST00000380617	1634	491	0.44455000000000006	6.350813865661621	1	1	coding
ENST00000380649	2943	764	0.45472	9.161424827575683	1	1	coding
ENST00000380650	2149	632	0.43441	7.4857179641723635	1	1	coding
ENST00000380800	7605	2200	0.45991	8.496304512023926	1	1	coding
ENST00000380818	1183	170	0.42346000000000006	4.637345695495605	1	0.99612	coding
ENST00000380822	1626	173	0.40083	4.475240898132324	1	0.995856	coding
ENST00000380858	3082	358	0.36344	9.129319572448733	1	0.999971	coding
ENST00000380927	2551	630	0.46392	9.187792396545408	-1	0.988697	coding
ENST00000381093	5865	817	0.42715	5.782935523986816	1	1	coding
ENST00000381095	5858	817	0.40459999999999996	5.782935523986816	1	1	coding
ENST00000381272	1803	445	0.46456000000000003	6.291928672790529	-1	0.952753	coding
ENST00000381322	4059	847	0.37120000000000003	6.514169120788575	1	1	coding
ENST00000381431	4248	319	0.35731999999999997	8.861002159118652	1	0.999816	coding
ENST00000381461	6884	2074	0.45559	9.212935066223146	1	1	coding
ENST00000381554	1598	350	0.48295	5.492033576965332	1	1	coding
ENST00000381638	11466	2962	0.45607000000000003	5.623558998107909	1	1	coding
ENST00000381639	1303	82	0.33653	10.130191230773924	1	0.0763869	noncoding
ENST00000381843	4200	1333	0.48891999999999997	5.918098640441894	1	1	coding
ENST00000381887	375	92	0.4476	4.521109962463378	-1	0.0576483	noncoding
ENST00000381897	4886	1149	0.46232	9.37971477508545	1	1	coding
ENST00000382199	4283	600	0.41583000000000003	8.482572746276855	1	1	coding
ENST00000382224	4984	519	0.34326	8.298128700256349	1	1	coding
ENST00000382226	5009	603	0.36636	8.204004859924318	1	1	coding
ENST00000382267	583	39	0.38922999999999996	9.498336601257325	1	0.0183432	noncoding
ENST00000382275	4793	791	0.46618000000000004	4.977640724182128	1	1	coding
ENST00000382292	15635	4580	0.48554	6.631257438659668	1	1	coding
ENST00000382374	1885	435	0.43414	9.166002082824708	1	1	coding
ENST00000382564	1416	117	0.4301	10.101051521301269	1	0.652962	coding
ENST00000382599	4450	448	0.42714	5.9246919631958	1	1	coding
ENST00000382753	1243	166	0.32613000000000003	6.273285484313964	1	0.87588	coding
ENST00000382905	1382	383	0.44803	8.599518394470216	1	1	coding
ENST00000382909	2861	494	0.37560000000000004	9.10507946014404	1	1	coding
ENST00000383202	6062	1259	0.48835	5.403762626647949	1	1	coding
ENST00000383710	5507	1354	0.48312	5.50141201019287	1	1	coding
ENST00000383721	2576	782	0.44892000000000004	7.8304105758667	1	1	coding
ENST00000383775	3052	59	0.32048	8.40894985198975	1	0.0233089	noncoding
ENST00000383789	1413	241	0.41674999999999995	5.316912651062012	1	0.999928	coding
ENST00000383790	2618	285	0.37624	5.8519380569458	1	0.999974	coding
ENST00000384225	134	21	0.45377	4.351957130432129	1	0.0138437	noncoding
ENST00000384342	137	0	0.44642000000000004	0.0	-1	0.0428212	noncoding
ENST00000388759	2335	193	0.41159	5.993069267272949	1	0.996826	coding
ENST00000388782	1231	127	0.38367	10.116137123107908	1	0.527285	coding
ENST00000389082	9506	1275	0.37705	6.286472129821779	1	1	coding
ENST00000389093	2279	458	0.46556999999999993	7.964633750915527	1	1	coding
ENST00000389204	3234	226	0.36749	9.612316703796388	1	0.985869	coding
ENST00000389413	4723	987	0.45628	5.609349250793457	1	1	coding
ENST00000389416	4692	999	0.45628	5.650500679016113	1	1	coding
ENST00000389418	4860	1016	0.45628	5.5467126846313475	1	1	coding
ENST00000389532	8018	1603	0.42301999999999995	6.282038688659668	1	1	coding
ENST00000389698	7864	2037	0.46428	5.785095405578613	1	1	coding
ENST00000389793	13466	3802	0.45496000000000003	6.153980445861816	1	1	coding
ENST00000389826	6083	119	0.32080000000000003	5.517099571228026	1	0.471294	noncoding
ENST00000389834	2964	556	0.42980999999999997	6.31602840423584	1	1	coding
ENST00000389900	3104	489	0.32802000000000003	7.418875312805175	1	1	coding
ENST00000389902	5777	924	0.38976999999999995	4.921597480773924	1	1	coding
ENST00000391553	1732	262	0.38544000000000006	7.448261070251465	1	0.999697	coding
ENST00000391836	732	147	0.44854	4.659967613220215	-1	0.143726	noncoding
ENST00000391854	4897	138	0.30877	8.95467472076416	1	0.321549	noncoding
ENST00000391910	3628	761	0.45152	5.2103395462036115	1	1	coding
ENST00000392168	1878	402	0.44680000000000003	7.59393939971924	1	1	coding
ENST00000392237	5173	483	0.34738	5.183795738220213	1	1	coding
ENST00000392273	2567	691	0.38587	9.819775962829588	1	1	coding
ENST00000392332	2463	339	0.37212	8.757336997985842	1	0.99997	coding
ENST00000392350	2009	154	0.39903	9.644937705993652	1	0.861547	coding
ENST00000392485	2885	222	0.36137	11.86065158843994	1	0.89314	coding
ENST00000392533	4346	899	0.45572999999999997	6.834115791320801	1	1	coding
ENST00000392540	528	114	0.43952	9.096440696716307	-1	0.112809	noncoding
ENST00000392544	1919	506	0.42524999999999996	7.748086738586426	1	1	coding
ENST00000392586	2815	560	0.45994999999999997	6.014213371276854	1	1	coding
ENST00000392587	2675	560	0.46243	6.014213371276854	1	1	coding
ENST00000392589	2886	560	0.44971999999999995	6.014213371276854	1	1	coding
ENST00000392659	673	141	0.42792	10.711373710632323	1	0.844785	coding
ENST00000392676	8252	1643	0.39679	6.511156654357909	1	1	coding
ENST00000392723	6181	1358	0.43569	7.017421531677246	1	1	coding
ENST00000392827	1135	262	0.43679	7.448261070251465	1	0.99994	coding
ENST00000392857	6547	437	0.35731999999999997	8.08480281829834	1	1	coding
ENST00000392867	2408	374	0.373	8.373621177673343	1	0.999997	coding
ENST00000392882	2639	472	0.38007	5.827156257629395	1	1	coding
ENST00000392912	3896	1010	0.44218	8.824190711975099	1	1	coding
ENST00000392952	6841	456	0.32157	9.20313587188721	1	0.999991	coding
ENST00000392955	7408	719	0.32324	8.44111957550049	1	1	coding
ENST00000393006	3574	258	0.32072	9.611220741271975	1	0.975339	coding
ENST00000393008	853	107	0.39440000000000003	10.114203071594236	1	0.352031	noncoding
ENST00000393065	3548	931	0.4766	4.957860755920408	1	1	coding
ENST00000393238	6303	654	0.39276	6.119706535339354	1	1	coding
ENST00000393259	547	28	0.31671	8.518997383117675	1	0.00668775	noncoding
ENST00000393312	2375	665	0.45631	9.536759757995604	1	1	coding
ENST00000393346	4134	653	0.44128999999999996	7.702217674255372	1	1	coding
ENST00000393437	15096	755	0.32076000000000005	5.647317695617676	1	1	coding
ENST00000393565	3024	696	0.44873	4.462395286560058	1	1	coding
ENST00000393651	3679	700	0.44648	5.106608390808105	1	1	coding
ENST00000393658	2842	279	0.35092999999999996	5.171347999572752	1	0.999954	coding
ENST00000393802	2181	509	0.38664000000000004	6.579704475402832	1	1	coding
ENST00000393956	4317	628	0.33519	8.749342918395996	1	1	coding
ENST00000394023	4271	1153	0.46247	5.4014890670776365	1	1	coding
ENST00000394030	6749	983	0.38508	8.145338630676271	1	1	coding
ENST00000394060	1586	324	0.45215	7.641797828674316	1	0.999999	coding
ENST00000394074	1654	446	0.48227	5.151454353332518	1	1	coding
ENST00000394085	1483	239	0.35094000000000003	9.108625221252442	1	0.989028	coding
ENST00000394094	4703	986	0.37990999999999997	6.281356620788575	1	1	coding
ENST00000394095	4973	1051	0.37990999999999997	6.189675331115722	1	1	coding
ENST00000394180	2228	254	0.33526	5.532730293273924	1	0.999491	coding
ENST00000394235	4012	582	0.4226	6.274820137023925	1	1	coding
ENST00000394440	2376	540	0.45532	7.964698219299316	1	1	coding
ENST00000394657	2384	293	0.42552	9.337487983703614	1	0.999956	coding
ENST00000394708	7961	894	0.34547000000000005	6.1197633743286115	1	1	coding
ENST00000394714	3073	790	0.42094	6.038540458679199	1	1	coding
ENST00000394717	1734	446	0.46107000000000004	5.801067161560058	1	1	coding
ENST00000394829	3149	526	0.46105	5.602699089050293	1	1	coding
ENST00000394848	1796	450	0.43162	5.947939109802246	1	1	coding
ENST00000394945	4824	440	0.34026	5.737862205505372	1	1	coding
ENST00000394975	840	164	0.36642	9.53379421234131	1	0.815826	coding
ENST00000395038	4123	1319	0.451	6.406686592102051	1	1	coding
ENST00000395198	4445	1058	0.46981000000000006	5.797827339172363	1	1	coding
ENST00000395200	997	312	0.42503	7.112740516662597	1	0.999997	coding
ENST00000395202	1008	336	0.42097999999999997	5.798225212097168	1	1	coding
ENST00000395443	3257	777	0.46322	5.585931587219237	1	1	coding
ENST00000395453	1336	78	0.37724	4.697197151184081	1	0.211489	noncoding
ENST00000395536	1815	605	0.47036999999999995	6.168360710144043	1	1	coding
ENST00000395544	9149	1037	0.34239	8.844175910949708	1	1	coding
ENST00000395603	10218	2455	0.44457	6.124651527404784	1	1	coding
ENST00000395686	5139	469	0.33337	5.482370948791503	1	1	coding
ENST00000395710	3080	591	0.48047	9.422263908386231	1	1	coding
ENST00000395719	4217	483	0.41890000000000005	5.406036186218262	1	1	coding
ENST00000395965	4684	417	0.37806	5.754174995422363	1	1	coding
ENST00000396049	4896	217	0.31596	6.447496986389159	1	0.984373	coding
ENST00000396062	1299	225	0.43734	9.287911796569823	1	0.998854	coding
ENST00000396136	2418	568	0.45946000000000004	8.238688850402834	1	1	coding
ENST00000396153	6821	651	0.32005	4.80638484954834	1	1	coding
ENST00000396172	1681	429	0.45687999999999995	5.441560554504394	1	1	coding
ENST00000396182	2420	635	0.4596	6.195302391052246	1	1	coding
ENST00000396184	8852	635	0.34998	6.195302391052246	1	1	coding
ENST00000396218	3463	578	0.34868	7.126325035095214	1	1	coding
ENST00000396368	7730	1743	0.42175	8.135088157653808	1	1	coding
ENST00000396394	1195	264	0.4725	6.147671318054199	1	0.999985	coding
ENST00000396401	2718	281	0.40289	8.781190299987792	1	0.999858	coding
ENST00000396428	1791	504	0.47620999999999997	6.305854225158692	1	1	coding
ENST00000396432	7381	1959	0.45147	7.852458763122559	1	1	coding
ENST00000396521	768	165	0.39408	9.416848564147951	1	0.908596	coding
ENST00000396526	3398	291	0.43355999999999995	8.747989082336428	1	0.999975	coding
ENST00000396642	2986	425	0.40631	7.345894050598145	1	1	coding
ENST00000396821	4791	653	0.37822	8.880729484558106	1	1	coding
ENST00000396930	8006	2005	0.4424	5.501468849182127	1	1	coding
ENST00000396981	4167	171	0.28199	5.204371452331542	1	0.923144	coding
ENST00000397006	425	123	0.38745999999999997	10.518226432800294	1	0.484703	noncoding
ENST00000397072	1416	353	0.48426	6.233725547790528	1	1	coding
ENST00000397128	5254	560	0.35614999999999997	8.322304344177248	1	1	coding
ENST00000397167	8056	895	0.36009	6.139372825622559	1	1	coding
ENST00000397292	4724	796	0.44052	5.957033348083496	1	1	coding
ENST00000397312	3983	360	0.35496	9.221638298034666	1	0.999951	coding
ENST00000397353	1257	261	0.46043	6.863558387756348	1	0.999971	coding
ENST00000397374	4824	626	0.37979999999999997	8.575858497619631	1	1	coding
ENST00000397375	998	219	0.43175	9.982623100280762	1	0.997509	coding
ENST00000397511	3248	292	0.36440000000000006	4.438750267028809	1	0.999995	coding
ENST00000397621	3519	480	0.42307999999999996	6.092196464538573	1	1	coding
ENST00000397676	1552	439	0.41503	9.559774971008299	1	1	coding
ENST00000397780	1335	273	0.36549000000000004	10.290975379943848	1	0.996656	coding
ENST00000397786	10461	2175	0.46152	5.401659584045409	1	1	coding
ENST00000397886	755	160	0.30835999999999997	9.646549415588382	1	0.464575	noncoding
ENST00000398016	4888	1077	0.47175	5.782310295104979	1	1	coding
ENST00000398158	2453	552	0.44853	6.203203010559082	1	1	coding
ENST00000398165	2495	552	0.43827999999999995	6.203203010559082	1	1	coding
ENST00000398379	715	74	0.43019	4.528499031066894	1	0.309576	noncoding
ENST00000398514	5309	571	0.37793	6.0423486709594725	1	1	coding
ENST00000398529	1198	130	0.44566999999999996	5.440594291687011	1	0.922178	coding
ENST00000398559	6879	1094	0.42391999999999996	4.881810188293457	1	1	coding
ENST00000398637	8097	488	0.30981	6.598688697814942	1	1	coding
ENST00000398654	2043	332	0.37527	5.462932014465332	1	0.999999	coding
ENST00000398810	4785	537	0.39907000000000004	8.8943323135376	1	1	coding
ENST00000398812	4705	595	0.39907000000000004	8.064946556091307	1	1	coding
ENST00000398822	1487	361	0.45281	6.501721382141112	1	1	coding
ENST00000398835	868	220	0.45929000000000003	6.892375755310059	-1	0.286069	noncoding
ENST00000399022	4421	313	0.37649	7.131952095031737	1	0.999981	coding
ENST00000399161	7227	1185	0.40842	4.8504350662231435	1	1	coding
ENST00000399200	2657	404	0.46916	5.067162132263182	1	1	coding
ENST00000399202	3048	938	0.45244999999999996	8.09795436859131	-1	0.99985	coding
ENST00000399218	7033	876	0.34306000000000003	6.323587989807129	1	1	coding
ENST00000399262	8758	2541	0.46814	7.945680046081543	1	1	coding
ENST00000399443	3317	438	0.35563999999999996	6.220766258239746	1	1	coding
ENST00000399451	6564	1054	0.45537	5.802715492248535	1	1	coding
ENST00000399562	3720	106	0.30280999999999997	7.714892768859863	1	0.136086	noncoding
ENST00000399568	1005	81	0.35738000000000003	6.944440269470214	1	0.0869931	noncoding
ENST00000399614	594	156	0.47736999999999996	5.02566967010498	-1	0.17499	noncoding
ENST00000399788	10701	1691	0.43138	6.124083137512206	1	1	coding
ENST00000399922	2430	424	0.40918	9.355410194396974	1	1	coding
ENST00000399933	7669	2104	0.44945999999999997	9.181861305236819	1	1	coding
ENST00000400198	3363	274	0.32863	10.351575660705567	1	0.981603	coding
ENST00000400199	7562	1159	0.41173	8.362081336975102	1	1	coding
ENST00000400470	522	149	0.50632	5.03425235748291	-1	0.147894	noncoding
ENST00000400555	3885	934	0.45995	4.677189826965332	1	1	coding
ENST00000400556	3923	951	0.49226	4.6360383987426745	1	1	coding
ENST00000400794	4134	928	0.47391	5.672554206848145	1	1	coding
ENST00000400866	814	194	0.41992	9.68426342010498	1	0.988071	coding
ENST00000400903	1405	191	0.43189	4.875898933410644	1	0.998967	coding
ENST00000400904	1206	82	0.4562	5.333566474914551	1	0.33735	noncoding
ENST00000400908	8009	1567	0.41713	7.444509696960449	1	1	coding
ENST00000401408	5330	587	0.32952000000000004	6.0885019302368155	1	1	coding
ENST00000401609	1289	352	0.43563999999999997	10.020272636413573	1	0.999998	coding
ENST00000401669	9038	1508	0.41295	5.6506143569946286	1	1	coding
ENST00000401753	4017	1146	0.44924	5.59599208831787	1	1	coding
ENST00000401827	6961	483	0.29793	7.099667549133301	1	1	coding
ENST00000401949	5468	595	0.36882000000000004	8.064946556091307	1	1	coding
ENST00000402038	4128	977	0.47256	6.028536796569824	1	1	coding
ENST00000402185	1881	371	0.4264	8.828510093688966	1	1	coding
ENST00000402219	8906	1334	0.42987	6.377357673645019	1	1	coding
ENST00000402412	4411	991	0.41178	8.813424491882326	1	1	coding
ENST00000402441	3065	938	0.48240000000000005	4.874534797668456	1	1	coding
ENST00000402690	12075	468	0.31035	6.133518409729004	1	1	coding
ENST00000402789	1599	403	0.42987000000000003	8.927146720886231	1	1	coding
ENST00000402989	3729	1092	0.47003999999999996	6.572258567810059	1	1	coding
ENST00000403162	2195	484	0.45749000000000006	4.7567644119262695	1	1	coding
ENST00000403230	4761	651	0.37822	8.817421531677248	1	1	coding
ENST00000403231	6311	727	0.35597999999999996	6.079919242858886	1	1	coding
ENST00000403359	4760	928	0.45036999999999994	6.530822944641113	1	1	coding
ENST00000403821	3347	1011	0.46064	8.96176624298096	1	1	coding
ENST00000403997	728	240	0.38204999999999995	5.011175727844238	-1	0.290549	noncoding
ENST00000404022	1904	417	0.44930000000000003	4.918869209289549	1	1	coding
ENST00000404251	5428	1484	0.46127	8.703248023986816	1	1	coding
ENST00000404530	1516	298	0.4184	6.664678764343263	1	0.999994	coding
ENST00000404554	1557	391	0.4355	8.524025917053223	1	1	coding
ENST00000404627	2678	633	0.49239	5.840229225158691	1	1	coding
ENST00000404739	3525	562	0.42989	5.750821495056152	1	1	coding
ENST00000404944	728	137	0.46799	4.7808641433715815	-1	0.134267	noncoding
ENST00000404992	4105	1072	0.47491	5.708703804016113	1	1	coding
ENST00000405201	9001	2515	0.47587999999999997	7.21169719696045	1	1	coding
ENST00000405240	4061	987	0.46704	4.517642784118652	1	1	coding
ENST00000405269	2965	938	0.47178	4.874534797668456	1	1	coding
ENST00000405515	2869	394	0.39217	8.96234645843506	1	0.999999	coding
ENST00000405763	2011	496	0.45424000000000003	9.330396461486817	1	1	coding
ENST00000405901	3139	969	0.47682	4.888971900939941	1	1	coding
ENST00000406076	1777	465	0.47241999999999995	5.491180992126464	1	1	coding
ENST00000406122	2864	414	0.41290000000000004	7.974561882019043	1	1	coding
ENST00000406316	9375	1478	0.41295	5.6099744796752935	1	1	coding
ENST00000406452	2970	315	0.37878	8.64342136383057	1	0.999937	coding
ENST00000406875	15329	1199	0.35244	8.692030525207517	1	1	coding
ENST00000406921	4563	1250	0.46830000000000005	7.772982215881348	1	1	coding
ENST00000406957	3479	1072	0.505	5.708703804016113	1	1	coding
ENST00000407038	2294	568	0.44028999999999996	7.908546257019044	1	1	coding
ENST00000407193	2146	152	0.35677000000000003	10.07474842071533	1	0.639418	coding
ENST00000407249	2677	796	0.45618000000000003	5.4200754165649405	1	1	coding
ENST00000407712	1493	198	0.40245	7.915057563781738	1	0.991431	coding
ENST00000407929	3434	665	0.45156	4.980425834655762	1	1	coding
ENST00000407982	2751	491	0.37903	9.486152076721194	1	1	coding
ENST00000408998	583	118	0.41945000000000005	10.419783210754392	-1	0.174884	noncoding
ENST00000409076	3818	755	0.45916	7.925308036804201	1	1	coding
ENST00000409078	7877	1472	0.41363	8.96498966217041	1	1	coding
ENST00000409087	1657	467	0.43155	10.042836570739745	1	1	coding
ENST00000409088	3616	519	0.31909	9.34451503753662	1	0.999999	coding
ENST00000409093	2247	591	0.40088	9.123324012756349	1	1	coding
ENST00000409096	2701	775	0.44991000000000003	8.10130672454834	1	1	coding
ENST00000409101	6599	1952	0.50492	5.575586891174315	1	1	coding
ENST00000409106	3120	518	0.41885	9.135250663757326	1	1	coding
ENST00000409107	662	197	0.44572	6.970529365539551	-1	0.20301	noncoding
ENST00000409114	5015	1653	0.46599	6.534119606018066	1	1	coding
ENST00000409156	1761	434	0.44027	6.168644905090332	1	1	coding
ENST00000409188	1246	305	0.4771	9.325174522399902	1	0.999997	coding
ENST00000409194	795	143	0.45575	9.56596393585205	1	0.935263	coding
ENST00000409225	1099	157	0.46945000000000003	4.550154685974121	1	0.992582	coding
ENST00000409282	2451	520	0.3799	9.34451503753662	1	1	coding
ENST00000409314	4509	765	0.42436999999999997	5.5097673416137685	1	1	coding
ENST00000409330	4523	673	0.41888000000000003	6.619093894958497	1	1	coding
ENST00000409351	758	143	0.41862	4.945015144348144	1	0.966985	coding
ENST00000409382	6800	530	0.29087999999999997	9.768201255798338	1	0.999967	coding
ENST00000409386	5730	1614	0.48875	6.3539400100708	1	1	coding
ENST00000409402	5638	757	0.37819	8.886015892028809	1	1	coding
ENST00000409403	1664	356	0.46985	9.00018939971924	1	1	coding
ENST00000409443	2783	414	0.44065	9.7000581741333	1	1	coding
ENST00000409475	2443	593	0.44880000000000003	8.93011226654053	1	1	coding
ENST00000409501	1839	421	0.43409000000000003	8.9903902053833	1	1	coding
ENST00000409647	2363	512	0.42151	5.503628730773924	1	1	coding
ENST00000409657	3815	754	0.43681000000000003	6.131756401062011	1	1	coding
ENST00000409658	3104	327	0.32160000000000005	9.580920600891112	1	0.99811	coding
ENST00000409660	2028	306	0.47296999999999995	4.777851676940918	1	1	coding
ENST00000409677	1507	431	0.37767	10.867000389099118	1	0.999994	coding
ENST00000409710	386	71	0.33376	11.999967765808105	1	0.0443414	noncoding
ENST00000409753	1434	155	0.32663	5.469639015197754	1	0.875468	coding
ENST00000409763	616	115	0.38539	4.6769624710083	1	0.769593	coding
ENST00000409769	1192	308	0.46825	8.107302284240724	1	0.999998	coding
ENST00000409784	2448	206	0.38332	5.9312852859497065	1	0.997291	coding
ENST00000409787	840	206	0.43383	7.622245216369629	1	0.997864	coding
ENST00000409792	8541	2565	0.46535	5.803397560119628	1	1	coding
ENST00000409810	559	181	0.42793	5.717513847351075	-1	0.164467	noncoding
ENST00000409833	1335	210	0.43877	5.794303321838378	1	0.999445	coding
ENST00000409853	1867	531	0.46403000000000005	5.605711555480957	1	1	coding
ENST00000409913	3975	118	0.29791	5.857792472839355	1	0.364035	noncoding
ENST00000409914	4337	1076	0.45757	5.824882698059082	1	1	coding
ENST00000409934	826	273	0.4454	10.48244647979736	-1	0.489446	noncoding
ENST00000409972	1815	402	0.42073000000000005	8.793568229675294	1	1	coding
ENST00000410036	382	85	0.38847999999999994	10.402634620666504	1	0.153402	noncoding
ENST00000410039	546	109	0.48551	5.938219642639161	-1	0.0649197	noncoding
ENST00000410076	1687	276	0.46581	5.923441505432128	1	0.999994	coding
ENST00000410092	5533	743	0.37819	8.889239311218265	1	1	coding
ENST00000410104	5795	682	0.39311	5.869046592712402	1	1	coding
ENST00000410112	1372	368	0.5096200000000001	5.767816352844237	-1	0.890506	coding
ENST00000411411	571	122	0.42562000000000005	6.499618339538574	-1	0.0674999	noncoding
ENST00000411650	859	165	0.47267999999999993	5.887064552307128	1	0.990358	coding
ENST00000411695	549	162	0.44656	4.694809913635253	-1	0.177504	noncoding
ENST00000411812	563	50	0.45106999999999997	6.236453819274902	1	0.040901	noncoding
ENST00000411888	1122	220	0.43834999999999996	10.05289363861084	-1	0.338642	noncoding
ENST00000412011	2066	609	0.44864000000000004	9.349543571472168	-1	0.974665	coding
ENST00000412028	1605	193	0.4028999999999999	5.993069267272949	1	0.996141	coding
ENST00000412035	567	175	0.45015000000000005	5.372614860534668	-1	0.185346	noncoding
ENST00000412094	2837	675	0.48281999999999997	5.277352714538574	1	1	coding
ENST00000412272	4211	980	0.46931	6.0660505294799805	1	1	coding
ENST00000412315	2215	140	0.37175	5.0386857986450195	1	0.905448	coding
ENST00000412450	4231	1340	0.43694	5.877004051208496	-1	1	coding
ENST00000412543	2652	589	0.40478	6.102995872497558	-1	0.985585	coding
ENST00000412575	632	113	0.34532	9.97856159210205	-1	0.163915	noncoding
ENST00000412604	1756	430	0.44575000000000004	5.573654365539549	1	1	coding
ENST00000412653	561	151	0.44724	9.010633277893067	-1	0.16304	noncoding
ENST00000412717	737	113	0.3474	9.225055122375487	1	0.247318	noncoding
ENST00000412738	1018	117	0.44321	5.049542045593261	1	0.862281	coding
ENST00000412770	3984	882	0.4592	4.45222110748291	1	1	coding
ENST00000412981	592	43	0.38399	9.390996742248536	1	0.0206789	noncoding
ENST00000413350	616	190	0.48460000000000003	4.915174674987792	-1	0.303241	noncoding
ENST00000413397	511	140	0.46808999999999995	5.34658260345459	-1	0.119132	noncoding
ENST00000413553	3054	488	0.43112	5.714558219909668	1	1	coding
ENST00000413584	374	76	0.42495999999999995	4.916197776794433	-1	0.0336796	noncoding
ENST00000413686	769	171	0.32883000000000007	8.384903144836429	1	0.765326	coding
ENST00000413710	1083	106	0.36336999999999997	8.91225452423096	1	0.239716	noncoding
ENST00000413831	891	97	0.39468	6.823941612243652	-1	0.0514294	noncoding
ENST00000413878	2574	691	0.44309000000000004	4.821162986755371	-1	0.999683	coding
ENST00000413951	623	90	0.44494999999999996	6.5995981216430675	-1	0.0438037	noncoding
ENST00000414002	451	36	0.38325000000000004	9.69399814605713	1	0.0161181	noncoding
ENST00000414075	519	66	0.34746000000000005	9.43515758514404	1	0.0429445	noncoding
ENST00000414289	566	153	0.43321000000000004	9.028748893737792	-1	0.160302	noncoding
ENST00000414369	527	128	0.44544000000000006	8.853459358215332	1	0.826903	coding
ENST00000414423	7367	662	0.39441	5.742750358581543	1	1	coding
ENST00000414509	583	116	0.48303	6.583740043640137	-1	0.0701385	noncoding
ENST00000414968	558	135	0.46058	6.183082008361816	1	0.925157	coding
ENST00000415069	2702	764	0.4675	6.096459388732909	1	1	coding
ENST00000415074	842	223	0.42241	9.111848640441895	-1	0.280841	noncoding
ENST00000415083	3402	419	0.36465	5.952088356018066	1	1	coding
ENST00000415136	2126	457	0.44320000000000004	6.0904344558715815	1	1	coding
ENST00000415177	2636	620	0.47629	6.2193452835083	1	1	coding
ENST00000415296	884	120	0.427	5.102231788635252	-1	0.0701034	noncoding
ENST00000415374	3308	784	0.49569	7.8663839340209964	1	1	coding
ENST00000415397	1890	106	0.29866000000000004	10.228956794738767	1	0.109987	noncoding
ENST00000415428	3457	409	0.44447000000000003	5.823063850402832	1	1	coding
ENST00000415489	555	73	0.4276	7.817581367492676	1	0.117824	noncoding
ENST00000415553	668	92	0.48189000000000004	10.408178901672361	1	0.642969	coding
ENST00000415674	702	143	0.4544	4.820026206970215	-1	0.134246	noncoding
ENST00000415724	1296	366	0.37719	7.871863746643066	1	0.999998	coding
ENST00000415783	4633	376	0.34554000000000007	7.61860752105713	1	0.999994	coding
ENST00000415814	852	183	0.37387000000000004	7.766104698181153	-1	0.156432	noncoding
ENST00000415901	1644	193	0.41999	5.993069267272949	1	0.997331	coding
ENST00000416007	1603	345	0.46457	6.779152488708497	1	1	coding
ENST00000416026	795	193	0.44117	5.993069267272949	1	0.998117	coding
