,module_id,gene_id,gene_name,seqid,strand,lsv_id,event_id,complex,module_event_combination,denovo,junction_name,junctions_coords,event_non_changing,event_changing,junction_changing,refPSI,KDSoma_median_psi,deltaPSI,prob,padjust,event,abs(deltaPSI)
165,ENSG00000153707.19_5,ENSG00000153707.19,PTPRD,chr9,-,ENSG00000153707.19:s:9177129-9177539,ENSG00000153707.19_5_CE_1,TRUE,cassette^4|tandem_cassette^1|multi_exon_spanning^1|other^1,TRUE,C1_A,chr9:9127206-9177129,FALSE,FALSE,TRUE,0.006,0.612,0.602,1,0,cassette,0.602
166,ENSG00000153707.19_5,ENSG00000153707.19,PTPRD,chr9,-,ENSG00000153707.19:s:9183304-9183618,ENSG00000153707.19_5_CE_2,TRUE,cassette^4|tandem_cassette^1|multi_exon_spanning^1|other^1,TRUE,C1_A,chr9:9127206-9183304,FALSE,TRUE,TRUE,0.019,0.645,0.634,1,0,cassette,0.634
167,ENSG00000153707.19_5,ENSG00000153707.19,PTPRD,chr9,-,ENSG00000153707.19:t:9018697-9018735,ENSG00000153707.19_5_TCE_1,TRUE,cassette^4|tandem_cassette^1|multi_exon_spanning^1|other^1,TRUE,C2_A_Last,chr9:9018735-9127165,FALSE,FALSE,TRUE,0.026,0.575,0.566,1,0,cassette,0.566
168,ENSG00000153707.19_4,ENSG00000153707.19,PTPRD,chr9,-,ENSG00000153707.19:t:9396000-9397375,ENSG00000153707.19_4_A3A5_10,TRUE,cassette^3|alt3^6|alt5^16|alt3_5^51|ale^182|putative_afe^2|multi_exon_spanning^90|other^1,TRUE,E2_E1_J1,chr9:9396587-9442110,FALSE,FALSE,TRUE,0,0.173,0.144,0.958,0.008,cassette,0.144
169,ENSG00000153707.19_4,ENSG00000153707.19,PTPRD,chr9,-,ENSG00000153707.19:t:9442093-9442283,ENSG00000153707.19_4_pAFE_1,TRUE,cassette^3|alt3^6|alt5^16|alt3_5^51|ale^182|putative_afe^2|multi_exon_spanning^90|other^1,TRUE,Proximal,chr9:9442228-9657905,FALSE,TRUE,TRUE,0,0.314,0.29,1,0,AFE/ALE,0.29
170,ENSG00000154127.10_1,ENSG00000154127.10,UBASH3B,chr11,+,ENSG00000154127.10:s:122655722-122656210,ENSG00000154127.10_1_CE_1,FALSE,cassette^1,TRUE,C1_A,chr11:122656210-122744155,FALSE,TRUE,TRUE,0.002,0.573,0.56,1,0,cassette,0.56
171,ENSG00000155093.19_5,ENSG00000155093.19,PTPRN2,chr7,-,ENSG00000155093.19:s:157898673-157898737,ENSG00000155093.19_5_pALE_1,TRUE,putative_ale^1|putative_afe^1|orphan_junc^2|other^1,TRUE,Proximal,chr7:157875627-157898673,FALSE,TRUE,TRUE,0.003,0.245,0.208,0.996,0.001,AFE/ALE,0.208
172,ENSG00000155093.19_4,ENSG00000155093.19,PTPRN2,chr7,-,ENSG00000155093.19:s:158081298-158081377,ENSG00000155093.19_4_MES_2,TRUE,ale^3|afe^1|multi_exon_spanning^2,,C1_A,chr7:,FALSE,FALSE,TRUE,0.001,0.328,0.304,1,0,cassette,0.304
173,ENSG00000155093.19_1,ENSG00000155093.19,PTPRN2,chr7,-,ENSG00000155093.19:s:158316819-158316932,ENSG00000155093.19_1_CE_1,TRUE,cassette^3|putative_ale^2|orphan_junc^5|multi_exon_spanning^1,TRUE,C1_A,chr7:158249647-158316819,FALSE,FALSE,TRUE,0.02,0.19,0.165,1,0,cassette,0.165
174,ENSG00000155265.11_2,ENSG00000155265.11,GOLGA7B,chr10,+,ENSG00000155265.11:s:97865590-97866375,ENSG00000155265.11_2_CE_1,TRUE,cassette^1|ir^5|putative_ale^2,TRUE,C1_A,chr10:97866375-97866866,FALSE,FALSE,TRUE,0.003,0.349,0.325,1,0,cassette,0.325
175,ENSG00000155265.11_2,ENSG00000155265.11,GOLGA7B,chr10,+,ENSG00000155265.11:s:97866866-97866951,ENSG00000155265.11_2_pALE_1,TRUE,cassette^1|ir^5|putative_ale^2,TRUE,Proximal,chr10:97866951-97867732,FALSE,FALSE,TRUE,0.015,0.401,0.382,1,0,AFE/ALE,0.382
176,ENSG00000155897.10_1,ENSG00000155897.10,ADCY8,chr8,-,ENSG00000155897.10:s:130909708-130909866,ENSG00000155897.10_1_pALE_1,FALSE,putative_ale^1,TRUE,Proximal,chr8:130909066-130909708,FALSE,TRUE,TRUE,0.011,0.358,0.325,1,0,AFE/ALE,0.325
177,ENSG00000156113.24_2,ENSG00000156113.24,KCNMA1,chr10,-,ENSG00000156113.24:s:77027823-77027891,ENSG00000156113.24_2_CE_1,TRUE,cassette^1|ir^4,FALSE,C1_C2,chr10:77019099-77027823,FALSE,FALSE,TRUE,0.003,0.187,-0.163,0.988,0.003,skipping,0.163
178,ENSG00000157557.13_1,ENSG00000157557.13,ETS2,chr21,+,ENSG00000157557.13:t:38810035-38810106,ENSG00000157557.13_1_CE_1,FALSE,cassette^1,FALSE,C2_A,chr21:38806808-38810035,FALSE,FALSE,TRUE,0.002,0.2,0.175,1,0,cassette,0.175
179,ENSG00000157570.12_3,ENSG00000157570.12,TSPAN18,chr11,+,ENSG00000157570.12:s:44919666-44919999,ENSG00000157570.12_3_pA5_1,FALSE,putative_alt5^1|ir^1,TRUE,Intron,chr11:44920000-44925716,FALSE,FALSE,TRUE,0.048,0.239,0.181,0.985,0.003,cassette,0.181
180,ENSG00000157954.15_1,ENSG00000157954.15,WIPI2,chr7,+,ENSG00000157954.15:t:5214186-5214704,ENSG00000157954.15_1_CE_1,FALSE,cassette^1,TRUE,C2_C1,chr7:5190493-5214535,FALSE,FALSE,FALSE,0.03,0.143,-0.111,0.935,0.029,skipping,0.111
181,ENSG00000158062.21_1,ENSG00000158062.21,UBXN11,chr1,-,ENSG00000158062.21:t:26294205-26294331,ENSG00000158062.21_1_MES_4,TRUE,cassette^5|tandem_cassette^1|alt3^1|ale^12|multi_exon_spanning^5|other^1,FALSE,A_C2,chr1:26294331-26296919,FALSE,FALSE,FALSE,0.046,0.188,0.13,0.905,0.03,cassette,0.13
182,ENSG00000158161.16_2,ENSG00000158161.16,EYA3,chr1,-,ENSG00000158161.16:s:28057994-28058094,ENSG00000158161.16_2_CE_1,FALSE,cassette^1,TRUE,C1_A,chr1:28056637-28057994,FALSE,TRUE,TRUE,0.002,0.217,0.195,1,0,cassette,0.195
183,ENSG00000159556.10_1,ENSG00000159556.10,ISL2,chr15,+,ENSG00000159556.10:t:76340276-76340559,ENSG00000159556.10_1_MES_1,TRUE,afe^4|multi_exon_spanning^1,FALSE,A_C2,chr15:76338514-76340276,FALSE,FALSE,TRUE,0.004,0.278,0.258,1,0,cassette,0.258
184,ENSG00000160145.16_27,ENSG00000160145.16,KALRN,chr3,+,ENSG00000160145.16:s:124699869-124700033,ENSG00000160145.16_27_CE_1,TRUE,cassette^2|alt3^1|ir^5,TRUE,C1_A,chr3:124700033-124700977,FALSE,FALSE,TRUE,0.006,0.141,0.116,0.994,0.003,cassette,0.116
185,ENSG00000160145.16_27,ENSG00000160145.16,KALRN,chr3,+,ENSG00000160145.16:s:124699869-124700033,ENSG00000160145.16_27_CE_2,TRUE,cassette^2|alt3^1|ir^5,TRUE,C1_A,chr3:124700033-124701093,FALSE,TRUE,TRUE,0.014,0.308,0.289,1,0,cassette,0.289
186,ENSG00000160193.12_3,ENSG00000160193.12,WDR4,chr21,-,ENSG00000160193.12:s:42848672-42850242,ENSG00000160193.12_3_pALE_2,TRUE,ir^6|putative_ale^9,FALSE,Distal,chr21:42843281-42850041,FALSE,FALSE,TRUE,0.012,0.174,0.149,0.993,0.002,AFE/ALE,0.149
187,ENSG00000160285.15_10,ENSG00000160285.15,LSS,chr21,-,ENSG00000160285.15:s:46193867-na,ENSG00000160285.15_10_pA3_1,TRUE,putative_alt3^1|alt3_5^3|ir^11|putative_afe^5|multi_exon_spanning^1,TRUE,Distal,chr21:46193626-46193867,FALSE,FALSE,TRUE,0.028,0.288,0.264,1,0,AFE/ALE,0.264
188,ENSG00000160285.15_9,ENSG00000160285.15,LSS,chr21,-,ENSG00000160285.15:s:46205836-46205941,ENSG00000160285.15_9_MES_1,TRUE,cassette^1|ir^2|multi_exon_spanning^2,,C1_A,chr21:,FALSE,FALSE,TRUE,0.031,0.145,0.12,0.985,0.007,cassette,0.12
189,ENSG00000160551.12_4,ENSG00000160551.12,TAOK1,chr17,+,ENSG00000160551.12:s:29534118-29534300,ENSG00000160551.12_4_CE_1,FALSE,cassette^1,TRUE,C1_A,chr17:29534300-29534874,FALSE,FALSE,TRUE,0,0.166,0.149,1,0,cassette,0.149
190,ENSG00000161082.13_1,ENSG00000161082.13,CELF5,chr19,+,ENSG00000161082.13:s:3224661-3224998,ENSG00000161082.13_1_CE_2,TRUE,cassette^5|alt3^1|mxe^3|afe^6|multi_exon_spanning^4,TRUE,C1_A,chr19:3224998-3244124,FALSE,FALSE,TRUE,0.003,0.146,0.121,0.999,0.001,cassette,0.121
191,ENSG00000161082.13_1,ENSG00000161082.13,CELF5,chr19,+,ENSG00000161082.13:s:3224661-3224998,ENSG00000161082.13_1_CE_3,TRUE,cassette^5|alt3^1|mxe^3|afe^6|multi_exon_spanning^4,TRUE,C1_A,chr19:3224998-3244128,FALSE,FALSE,TRUE,0.001,0.173,0.149,1,0,cassette,0.149
192,ENSG00000161082.13_1,ENSG00000161082.13,CELF5,chr19,+,ENSG00000161082.13:s:3225485-3225618,ENSG00000161082.13_1_CE_4,TRUE,cassette^5|alt3^1|mxe^3|afe^6|multi_exon_spanning^4,TRUE,C1_A,chr19:3225618-3226220,FALSE,FALSE,TRUE,0.001,0.231,0.201,1,0,cassette,0.201
193,ENSG00000161082.13_1,ENSG00000161082.13,CELF5,chr19,+,ENSG00000161082.13:s:3225485-3225618,ENSG00000161082.13_1_CE_5,TRUE,cassette^5|alt3^1|mxe^3|afe^6|multi_exon_spanning^4,TRUE,C1_A,chr19:3225618-3244124,FALSE,FALSE,TRUE,0.009,0.347,0.329,1,0,cassette,0.329
194,ENSG00000161082.13_3,ENSG00000161082.13,CELF5,chr19,+,ENSG00000161082.13:s:3278031-3278110,ENSG00000161082.13_3_A3A5_1,TRUE,cassette^2|alt3^1|alt3_5^2|ir^6,TRUE,E1_E2_J1,chr19:3278109-3278209,FALSE,FALSE,TRUE,0,0.149,0.123,0.999,0,cassette,0.123
195,ENSG00000161082.13_3,ENSG00000161082.13,CELF5,chr19,+,ENSG00000161082.13:s:3278031-3278110,ENSG00000161082.13_3_CE_1,TRUE,cassette^2|alt3^1|alt3_5^2|ir^6,TRUE,C1_A,chr19:3278110-3278213,FALSE,FALSE,TRUE,0,0.16,0.14,1,0,cassette,0.14
196,ENSG00000161082.13_3,ENSG00000161082.13,CELF5,chr19,+,ENSG00000161082.13:s:3278031-3278110,ENSG00000161082.13_3_CE_2,TRUE,cassette^2|alt3^1|alt3_5^2|ir^6,TRUE,C1_A,chr19:3278110-3278231,FALSE,FALSE,TRUE,0,0.163,0.141,1,0,cassette,0.141
197,ENSG00000162367.12_1,ENSG00000162367.12,TAL1,chr1,-,ENSG00000162367.12:t:47224004-47224098,ENSG00000162367.12_1_afe_1,FALSE,afe^1,TRUE,Distal,chr1:47224098-47229196,FALSE,TRUE,TRUE,0.021,0.27,0.247,1,0,AFE/ALE,0.247
198,ENSG00000162402.14_12,ENSG00000162402.14,USP24,chr1,-,ENSG00000162402.14:s:55081322-55081424,ENSG00000162402.14_12_CE_1,FALSE,cassette^1,TRUE,C1_C2,chr1:55078651-55081322,FALSE,TRUE,TRUE,0.017,0.238,-0.214,1,0,skipping,0.214
199,ENSG00000162669.16_1,ENSG00000162669.16,HFM1,chr1,-,ENSG00000162669.16:s:91394041-91394402,ENSG00000162669.16_1_A3A5_12,TRUE,cassette^1|alt3^20|alt5^4|alt3_5^23|ir^7|ale^44|afe^52|putative_ale^7|putative_afe^138|multi_exon_spanning^13,TRUE,E1_E2_J1,chr1:91387484-91394263,FALSE,FALSE,FALSE,0.001,0.232,0.185,0.93,0.011,cassette,0.185
200,ENSG00000162669.16_1,ENSG00000162669.16,HFM1,chr1,-,ENSG00000162669.16:s:91394041-91394402,ENSG00000162669.16_1_A3A5_13,TRUE,cassette^1|alt3^20|alt5^4|alt3_5^23|ir^7|ale^44|afe^52|putative_ale^7|putative_afe^138|multi_exon_spanning^13,TRUE,E1_E2_J1,chr1:91387513-91394259,FALSE,FALSE,TRUE,0.001,0.196,0.172,1,0,cassette,0.172
201,ENSG00000162669.16_1,ENSG00000162669.16,HFM1,chr1,-,ENSG00000162669.16:s:91401012-91401109,ENSG00000162669.16_1_MES_12,TRUE,cassette^1|alt3^20|alt5^4|alt3_5^23|ir^7|ale^44|afe^52|putative_ale^7|putative_afe^138|multi_exon_spanning^13,,C1_A,chr1:,FALSE,FALSE,TRUE,0.001,0.237,0.211,1,0,cassette,0.211
202,ENSG00000162669.16_1,ENSG00000162669.16,HFM1,chr1,-,ENSG00000162669.16:s:91401012-91401109,ENSG00000162669.16_1_ale_21,TRUE,cassette^1|alt3^20|alt5^4|alt3_5^23|ir^7|ale^44|afe^52|putative_ale^7|putative_afe^138|multi_exon_spanning^13,TRUE,Distal,chr1:91387371-91401098,FALSE,FALSE,TRUE,0.001,0.187,0.163,0.994,0.002,AFE/ALE,0.163
203,ENSG00000162687.19_6,ENSG00000162687.19,KCNT2,chr1,-,ENSG00000162687.19:t:196305234-196305345,ENSG00000162687.19_6_pAFE_1,TRUE,cassette^1|putative_afe^1|other^1,TRUE,Proximal,chr1:196305345-196312927,FALSE,FALSE,TRUE,0.004,0.152,0.123,0.966,0.015,AFE/ALE,0.123
204,ENSG00000162687.19_5,ENSG00000162687.19,KCNT2,chr1,-,ENSG00000162687.19:t:196315892-196316026,ENSG00000162687.19_5_MES_1,TRUE,ir^2|afe^4|multi_exon_spanning^1,TRUE,A_C2,chr1:196316027-196317173,FALSE,FALSE,TRUE,0.011,0.209,0.181,0.999,0,cassette,0.181
205,ENSG00000162849.16_3,ENSG00000162849.16,KIF26B,chr1,+,ENSG00000162849.16:s:245419579-245419745,ENSG00000162849.16_3_pALE_1,TRUE,putative_ale^1|orphan_junc^1|other^1,TRUE,Proximal,chr1:245419745-245464259,FALSE,TRUE,TRUE,0.002,0.274,0.251,1,0,AFE/ALE,0.251
206,ENSG00000162929.14_4,ENSG00000162929.14,SANBR,chr2,+,ENSG00000162929.14:s:61088358-61089670,ENSG00000162929.14_4_CE_1,TRUE,cassette^1|ir^4,TRUE,C1_A,chr2:61088468-61090479,FALSE,FALSE,TRUE,0.006,0.14,0.116,0.965,0.016,cassette,0.116
207,ENSG00000163046.16_1,ENSG00000163046.16,ANKRD30BL,chr2,-,ENSG00000163046.16:t:na-132255037,ENSG00000163046.16_1_A5_1,TRUE,alt5^3|orphan_junc^4|other^1,TRUE,Distal,chr2:132255037-132257041,FALSE,FALSE,FALSE,0,0.137,0.109,0.938,0.03,AFE/ALE,0.109
208,ENSG00000163539.18_5,ENSG00000163539.18,CLASP2,chr3,-,ENSG00000163539.18:s:33592395-33592496,ENSG00000163539.18_5_CE_1,TRUE,cassette^2|tandem_cassette^1|putative_alt3^1|ir^7|multi_exon_spanning^4,TRUE,C1_A,chr3:33588731-33592395,FALSE,FALSE,TRUE,0.043,0.203,0.172,1,0,cassette,0.172
209,ENSG00000163913.14_4,ENSG00000163913.14,IFT122,chr3,+,ENSG00000163913.14:s:129483485-129483892,ENSG00000163913.14_4_ale_1,TRUE,ir^2|ale^2|putative_ale^2,TRUE,Proximal,chr3:129483682-129483926,FALSE,FALSE,TRUE,0.003,0.366,0.335,1,0,AFE/ALE,0.335
210,ENSG00000163913.14_4,ENSG00000163913.14,IFT122,chr3,+,ENSG00000163913.14:s:129483485-129483892,ENSG00000163913.14_4_ale_2,TRUE,ir^2|ale^2|putative_ale^2,TRUE,Proximal,chr3:129483893-129487505,FALSE,FALSE,TRUE,0.003,0.178,0.157,0.994,0.002,AFE/ALE,0.157
211,ENSG00000164038.16_1,ENSG00000164038.16,SLC9B2,chr4,-,ENSG00000164038.16:s:103066327-103066507,ENSG00000164038.16_1_ale_1,TRUE,cassette^1|ale^2|multi_exon_spanning^1,FALSE,Proximal,chr4:103065768-103066327,FALSE,FALSE,TRUE,0.007,0.221,0.197,1,0,AFE/ALE,0.197
212,ENSG00000164114.19_1,ENSG00000164114.19,MAP9,chr4,-,ENSG00000164114.19:t:155374937-155375021,ENSG00000164114.19_1_CE_1,TRUE,cassette^2|alt3^1|alt5^1|alt3_5^1,FALSE,C2_C1,chr4:155375021-155376771,FALSE,FALSE,TRUE,0.019,0.163,-0.132,0.957,0.015,skipping,0.132
213,ENSG00000164211.13_2,ENSG00000164211.13,STARD4,chr5,-,ENSG00000164211.13:s:111506216-111506379,ENSG00000164211.13_2_CE_1,FALSE,cassette^1,FALSE,C1_C2,chr5:111501116-111506330,FALSE,FALSE,TRUE,0.028,0.22,-0.182,0.986,0.003,skipping,0.182
214,ENSG00000164742.16_1,ENSG00000164742.16,ADCY1,chr7,+,ENSG00000164742.16:s:45622632-45622743,ENSG00000164742.16_1_CE_1,FALSE,cassette^1,TRUE,C1_A,chr7:45622743-45625299,FALSE,TRUE,TRUE,0.004,0.56,0.548,1,0,cassette,0.548
215,ENSG00000164941.14_2,ENSG00000164941.14,INTS8,chr8,+,ENSG00000164941.14:s:94831992-94832174,ENSG00000164941.14_2_CE_1,TRUE,cassette^1|ir^4,TRUE,C1_A,chr8:94832174-94834300,FALSE,FALSE,FALSE,0.001,0.121,0.097,0.912,0.048,cassette,0.097
216,ENSG00000165300.8_1,ENSG00000165300.8,SLITRK5,chr13,+,ENSG00000165300.8:s:87671371-87672209,ENSG00000165300.8_1_CE_1,TRUE,cassette^1|ir^5|putative_afe^3,TRUE,C1_A,chr13:87672209-87672787,FALSE,FALSE,TRUE,0.002,0.136,0.107,0.951,0.024,cassette,0.107
217,ENSG00000165915.14_2,ENSG00000165915.14,SLC39A13,chr11,+,ENSG00000165915.14:s:47413597-47414216,ENSG00000165915.14_2_A5_1,TRUE,alt5^1|ir^2,TRUE,Proximal,chr11:47414216-47414425,FALSE,FALSE,FALSE,0.025,0.141,0.107,0.924,0.032,AFE/ALE,0.107
218,ENSG00000166532.16_2,ENSG00000166532.16,RIMKLB,chr12,+,ENSG00000166532.16:s:8773321-8777191,ENSG00000166532.16_2_A5_1,TRUE,alt5^3,TRUE,Proximal,chr12:8777061-8777590,FALSE,FALSE,FALSE,0.031,0.192,0.151,0.936,0.014,AFE/ALE,0.151
219,ENSG00000167178.17_1,ENSG00000167178.17,ISLR2,chr15,+,ENSG00000167178.17:t:74131081-74131316,ENSG00000167178.17_1_CE_2,TRUE,cassette^4|alt5^7|putative_alt5^16|ir^15|afe^14|multi_exon_spanning^16,TRUE,C2_A,chr15:74130665-74131207,FALSE,FALSE,TRUE,0.03,0.161,0.143,1,0,cassette,0.143
220,ENSG00000167615.17_3,ENSG00000167615.17,LENG8,chr19,+,ENSG00000167615.17:t:54459482-54459520,ENSG00000167615.17_3_pA3_1,TRUE,cassette^2|putative_alt3^5|putative_alt5^4|mxe^5|ir^18|putative_ale^12|putative_afe^10|orphan_junc^2|multi_exon_spanning^3,TRUE,Distal,chr19:54459369-54459482,FALSE,FALSE,TRUE,0.03,0.138,0.108,0.973,0.013,AFE/ALE,0.108
221,ENSG00000167674.15_2,ENSG00000167674.15,HDGFL2,chr19,+,ENSG00000167674.15:s:4491764-4491835,ENSG00000167674.15_2_CE_1,TRUE,cassette^1|alt3^1|ir^5,TRUE,C1_A,chr19:4491835-4492015,FALSE,TRUE,TRUE,0.001,0.744,0.736,1,0,cassette,0.736
222,ENSG00000167674.15_2,ENSG00000167674.15,HDGFL2,chr19,+,ENSG00000167674.15:t:4493703-4493862,ENSG00000167674.15_2_A3_1,TRUE,cassette^1|alt3^1|ir^5,TRUE,Proximal,chr19:4492152-4493703,FALSE,FALSE,TRUE,0.001,0.522,0.505,1,0,AFE/ALE,0.505
223,ENSG00000167703.15_1,ENSG00000167703.15,SLC43A2,chr17,-,ENSG00000167703.15:t:1583204-1584049,ENSG00000167703.15_1_afe_2,TRUE,ir^1|ale^2|afe^3|putative_afe^2|multi_exon_spanning^2|other^1,TRUE,Distal,chr17:1584049-1617545,FALSE,FALSE,TRUE,0.001,0.391,0.369,1,0,AFE/ALE,0.369
224,ENSG00000167889.13_5,ENSG00000167889.13,MGAT5B,chr17,+,ENSG00000167889.13:s:76933292-76933297,ENSG00000167889.13_5_CE_1,TRUE,cassette^1|ir^4,TRUE,C1_A,chr17:76933297-76937229,FALSE,TRUE,TRUE,0.001,0.273,0.241,1,0,cassette,0.241
225,ENSG00000168096.15_1,ENSG00000168096.15,ANKS3,chr16,-,ENSG00000168096.15:s:4724750-4725122,ENSG00000168096.15_1_MES_1,TRUE,cassette^5|alt3^1|mxe^1|ir^8|afe^4|putative_ale^1|multi_exon_spanning^4|other^1,FALSE,C1_A,chr16:4714186-4724750,FALSE,FALSE,FALSE,0.02,0.145,0.109,0.905,0.04,cassette,0.109
226,ENSG00000168096.15_1,ENSG00000168096.15,ANKS3,chr16,-,ENSG00000168096.15:t:4705243-4705253,ENSG00000168096.15_1_mxe_1,TRUE,cassette^5|alt3^1|mxe^1|ir^8|afe^4|putative_ale^1|multi_exon_spanning^4|other^1,TRUE,C2_A1,chr16:4705253-4724750,FALSE,FALSE,TRUE,0.024,0.185,0.152,0.977,0.007,cassette,0.152
227,ENSG00000168137.20_9,ENSG00000168137.20,SETD5,chr3,+,ENSG00000168137.20:t:9470459-9470929,ENSG00000168137.20_9_CE_2,TRUE,cassette^2|alt5^1|ir^5,TRUE,C2_A,chr3:9468615-9470459,FALSE,FALSE,TRUE,0.007,0.332,0.315,1,0,cassette,0.315
228,ENSG00000168397.17_5,ENSG00000168397.17,ATG4B,chr2,+,ENSG00000168397.17:s:241668259-241668860,ENSG00000168397.17_5_CE_1,TRUE,cassette^1|ir^4,TRUE,C1_A,chr2:241668685-241668875,FALSE,TRUE,TRUE,0.001,0.283,0.263,1,0,cassette,0.263
229,ENSG00000169783.13_3,ENSG00000169783.13,LINGO1,chr15,-,ENSG00000169783.13:s:77677089-77677174,ENSG00000169783.13_3_pALE_1,TRUE,afe^1|putative_ale^1|orphan_junc^1|other^1,TRUE,Proximal,chr15:77641025-77677089,FALSE,TRUE,TRUE,0.002,0.222,0.203,1,0,AFE/ALE,0.203
230,ENSG00000169783.13_2,ENSG00000169783.13,LINGO1,chr15,-,ENSG00000169783.13:s:77795939-77796053,ENSG00000169783.13_2_CE_3,TRUE,cassette^3|putative_ale^2|orphan_junc^2|multi_exon_spanning^1|other^1,TRUE,C1_A,chr15:77756719-77795939,FALSE,FALSE,TRUE,0.002,0.136,0.112,0.994,0.003,cassette,0.112
231,ENSG00000169856.9_1,ENSG00000169856.9,ONECUT1,chr15,-,ENSG00000169856.9:s:52788780-52788948,ENSG00000169856.9_1_ale_2,TRUE,putative_alt5^4|ir^7|ale^4|putative_ale^5|putative_afe^3|multi_exon_spanning^3,TRUE,Distal,chr15:52777690-52788780,FALSE,FALSE,TRUE,0,0.227,0.207,1,0,AFE/ALE,0.207
232,ENSG00000169856.9_1,ENSG00000169856.9,ONECUT1,chr15,-,ENSG00000169856.9:t:52780596-52781183,ENSG00000169856.9_1_MES_3,TRUE,putative_alt5^4|ir^7|ale^4|putative_ale^5|putative_afe^3|multi_exon_spanning^3,,A_C2,chr15:,FALSE,FALSE,TRUE,0.006,0.244,0.225,1,0,cassette,0.225
233,ENSG00000170579.17_2,ENSG00000170579.17,DLGAP1,chr18,-,ENSG00000170579.17:s:4151180-4151290,ENSG00000170579.17_2_pALE_1,FALSE,putative_ale^1,TRUE,Proximal,chr18:4147667-4151180,FALSE,TRUE,TRUE,0.004,0.214,0.185,0.998,0,AFE/ALE,0.185
234,ENSG00000171105.14_1,ENSG00000171105.14,INSR,chr19,-,ENSG00000171105.14:s:7170537-7170751,ENSG00000171105.14_1_pALE_1,TRUE,ir^2|putative_ale^2,TRUE,Proximal,chr19:7169831-7170537,FALSE,TRUE,TRUE,0.004,0.432,0.407,1,0,AFE/ALE,0.407
235,ENSG00000171798.19_5,ENSG00000171798.19,KNDC1,chr10,+,ENSG00000171798.19:s:133207137-133207351,ENSG00000171798.19_5_pALE_1,TRUE,ir^3|putative_ale^2,TRUE,Proximal,chr10:133207351-133208723,FALSE,TRUE,TRUE,0.002,0.254,0.226,1,0,AFE/ALE,0.226
236,ENSG00000171853.16_3,ENSG00000171853.16,TRAPPC12,chr2,+,ENSG00000171853.16:s:3457621-3457693,ENSG00000171853.16_3_CE_1,TRUE,cassette^1|ir^2|ale^2|multi_exon_spanning^2,TRUE,C1_A,chr2:3457693-3458462,FALSE,FALSE,TRUE,0.001,0.201,0.174,0.998,0.001,cassette,0.174
237,ENSG00000171853.16_3,ENSG00000171853.16,TRAPPC12,chr2,+,ENSG00000171853.16:s:3457621-3457693,ENSG00000171853.16_3_ale_1,TRUE,cassette^1|ir^2|ale^2|multi_exon_spanning^2,FALSE,Proximal,chr2:3457693-3457795,FALSE,FALSE,TRUE,0.028,0.369,0.339,1,0,AFE/ALE,0.339
238,ENSG00000172318.6_2,ENSG00000172318.6,B3GALT1,chr2,+,ENSG00000172318.6:t:167868811-167874045,ENSG00000172318.6_2_pAFE_1,TRUE,alt5^1|putative_afe^2,TRUE,Proximal,chr2:167868435-167868811,FALSE,FALSE,TRUE,0.005,0.146,0.123,0.991,0.004,AFE/ALE,0.123
239,ENSG00000176390.12_5,ENSG00000176390.12,CRLF3,chr17,-,ENSG00000176390.12:t:30786322-30786537,ENSG00000176390.12_5_pAFE_1,TRUE,ir^5|putative_afe^1,TRUE,Proximal,chr17:30786537-30790638,FALSE,FALSE,FALSE,0.022,0.153,0.117,0.929,0.026,AFE/ALE,0.117
240,ENSG00000176406.24_7,ENSG00000176406.24,RIMS2,chr8,+,ENSG00000176406.24:t:104148607-104148848,ENSG00000176406.24_7_CE_3,TRUE,cassette^3|alt3^1|putative_ale^4|multi_exon_spanning^1|other^1,FALSE,C2_A,chr8:104094729-104148607,FALSE,FALSE,TRUE,0.035,0.18,0.144,0.98,0.007,cassette,0.144
241,ENSG00000177830.18_2,ENSG00000177830.18,CHID1,chr11,-,ENSG00000177830.18:s:902148-902330,ENSG00000177830.18_2_A5_1,FALSE,alt5^1,FALSE,Proximal,chr11:900980-902148,FALSE,TRUE,TRUE,0.014,0.458,0.449,1,0,AFE/ALE,0.449
242,ENSG00000179242.16_1,ENSG00000179242.16,CDH4,chr20,+,ENSG00000179242.16:s:61254826-61254937,ENSG00000179242.16_1_pALE_1,TRUE,putative_ale^1|orphan_junc^2|other^1,TRUE,Proximal,chr20:61254937-61545630,FALSE,TRUE,TRUE,0.003,0.253,0.226,1,0,AFE/ALE,0.226
243,ENSG00000181090.21_7,ENSG00000181090.21,EHMT1,chr9,+,ENSG00000181090.21:s:137777970-137778055,ENSG00000181090.21_7_MES_1,TRUE,cassette^2|ir^5|multi_exon_spanning^3,FALSE,C1_A,chr9:137778055-137779635,FALSE,FALSE,TRUE,0.004,0.153,0.127,0.993,0.003,cassette,0.127
244,ENSG00000181790.12_8,ENSG00000181790.12,ADGRB1,chr8,+,ENSG00000181790.12:t:142529387-142529503,ENSG00000181790.12_8_A3_2,TRUE,cassette^1|alt3^2|ir^10|putative_ale^1|putative_afe^2|multi_exon_spanning^4,TRUE,Proximal,chr8:142529155-142529387,FALSE,FALSE,FALSE,0.005,0.122,0.096,0.93,0.037,AFE/ALE,0.096
